"id","district_nut","fullname","shortname","zip","use"
"2275","SK0328","Muránska Dlhá Lúka","Muránska Dlhá Lúka","050 01","1"
"2276","SK0328","Muránska Huta","Muránska Huta","049 01","1"
"2277","SK0328","Muránska Lehota","Muránska Lehota","049 01","1"
"2278","SK0328","Muránska Zdychava","Muránska Zdychava","050 01","1"
"2279","SK0317","Mútňanská Píla","Mútňanská Píla","029 63","1"
"2280","SK0317","Mútne","Mútne","029 63","1"
"2281","SK0234","Mužla","Mužla","943 52","1"
"2282","SK0223","Myjava","Myjava",,"1"
"2283","SK0107","Myslenice","Myslenice","902 03","1"
"2284","SK0412","Myslina","Myslina","066 01","1"
"2285","SK0326","Mýtna","Mýtna","985 53","1"
"2286","SK0236","Mýtna Nová Ves","Mýtna Nová Ves","956 11","1"
"2287","SK0232","Mýtne Ludany","Mýtne Ludany","935 56","1"
"2288","SK0323","Mýto pod Ďumbierom","Mýto pod Ďumbierom","976 44","1"
"2289","SK0427","Nacina Ves","Nacina Ves","072 21","1"
"2290","SK0428","Nadabula","Nadabula","048 01","1"
"2291","SK0225","Nadlice","Nadlice","956 32","1"
"2292","SK0415","Ňagov","Ňagov","068 01","1"
"2293","SK0217","Naháč","Naháč","919 65","1"
"2294","SK0421","Nálepkovo","Nálepkovo","053 33","1"
"2295","SK0317","Námestovo","Námestovo","029 01","1"
"2296","SK0234","Nána","Nána","943 60","1"
"2297","SK0328","Nandraž","Nandraž","049 61","1"
"2298","SK0211","Ňárad","Ňárad","930 06","1"
"2299","SK0225","Návojovce","Návojovce","958 04","1"
"2300","SK0212","Nebojsa","Nebojsa","924 01","1"
"2301","SK0316","Necpaly","Necpaly","038 12","1"
"2302","SK0225","Nedanovce","Nedanovce","958 43","1"
"2303","SK0221","Nedašovce","Nedašovce","956 35","1"
"2304","SK0235","Neded","Neded","925 85","1"
"2305","SK031B","Nededza","Nededza","013 02","1"
"2306","SK0326","Nedelište","Nedelište","985 13","1"
"2307","SK0227","Nedožery","Nedožery","972 12","1"
"2308","SK0227","Nedožery - Brezany","Nedožery - Brezany","972 12","1"
"2309","SK0412","Nechválova Polianka","Nechválova Polianka","067 33","1"
"2310","SK0211","Nekyje na Ostrove","Nekyje na Ostrove","930 25","1"
"2311","SK0321","Nemce","Nemce","974 01","1"
"2312","SK0417","Nemcovce","Nemcovce","082 12","1"
"2313","SK0411","Nemcovce","Nemcovce","086 12","1"
"2314","SK0236","Nemčice","Nemčice","955 01","1"
"2315","SK0237","Nemčiňany","Nemčiňany","951 81","1"
"2316","SK0323","Nemecká","Nemecká","976 97","1"
"2317","SK0236","Nemečky","Nemečky","956 22","1"
"2318","SK0414","Nemešany","Nemešany","053 02","1"
"2319","SK0229","Nemšová","Nemšová","914 41","1"
"2320","SK032A","Nenince","Nenince","991 26","1"
"2321","SK0229","Neporadza","Neporadza","913 26","1"
"2322","SK0329","Neporadza","Neporadza","980 45","1"
"2323","SK032B","Neresnica","Neresnica","960 01","1"
"2324","SK0314","Nesluša","Nesluša","023 41","1"
"2325","SK0231","Nesvady","Nesvady","946 51","1"
"2326","SK0237","Neverice","Neverice","951 72","1"
"2327","SK0237","Nevidzany","Nevidzany","951 62","1"
"2328","SK0227","Nevidzany","Nevidzany","972 27","1"
"2329","SK032D","Nevoľné","Nevoľné","967 01","1"
"2330","SK031B","Nezbudská Lúčka","Nezbudská Lúčka","013 24","1"
"2331","SK0417","Niereše","Niereše","082 06","1"
"2332","SK0228","Nimnica","Nimnica","020 71","1"
"2333","SK0233","Nitra","Nitra",,"1"
"2334","SK0233","Nitra - Staré Mesto","Nitra - Staré Mesto","949 01","1"
"2335","SK0326","Nitra nad Ipľom","Nitra nad Ipľom","985 57","1"
"2336","SK0236","Nitrianska Blatnica","Nitrianska Blatnica","956 05","1"
"2337","SK0236","Nitrianska Streda","Nitrianska Streda","956 16","1"
"2338","SK0233","Nitrianske Hrnčiarovce","Nitrian.Hrnčiarovce","951 01","1"
"2339","SK0227","Nitrianske Pravno","Nitrianske Pravno","972 13","1"
"2340","SK0227","Nitrianske Rudno","Nitrianske Rudno","972 26","1"
"2341","SK0227","Nitrianske Sučany","Nitrianske Sučany","972 21","1"
"2342","SK0234","Nitriansky Hrádok","Nitriansky Hrádok","942 01","1"
"2343","SK0227","Nitrica","Nitrica","972 22","1"
"2344","SK0232","Nixbrod","Nixbrod","934 01","1"
"2345","SK031A","Nižná","Nižná","027 43","1"
"2346","SK0214","Nižná","Nižná","922 06","1"
"2347","SK0315","Nižná Boca","Nižná Boca","032 34","1"
"2348","SK0426","Nižná Hutka","Nižná Hutka","040 18","1"
"2349","SK0412","Nižná Jablonka","Nižná Jablonka","067 34","1"
"2350","SK041C","Nižná Jedľová","Nižná Jedľová","089 01","1"
"2351","SK0329","Nižná Kaloša","Nižná Kaloša","982 52","1"
"2352","SK0426","Nižná Kamenica","Nižná Kamenica","044 45","1"
"2353","SK0312","Nižná Korňa","Nižná Korňa","023 21","1"
"2354","SK0426","Nižná Myšľa","Nižná Myšľa","044 15","1"
"2355","SK041B","Nižná Olšava","Nižná Olšava","090 32","1"
"2356","SK041C","Nižná Pisaná","Nižná Pisaná","090 01","1"
"2357","SK0329","Nižná Pokoradz","Nižná Pokoradz","979 01","1"
"2358","SK0411","Nižná Polianka","Nižná Polianka","086 36","1"
"2359","SK0318","Nižná Revúca","Nižná Revúca","034 74","1"
"2360","SK0429","Nižná Rybnica","Nižná Rybnica","073 01","1"
"2361","SK0412","Nižná Sitnica","Nižná Sitnica","094 07","1"
"2362","SK0428","Nižná Slaná","Nižná Slaná","049 23","1"
"2363","SK0417","Nižná Šebastová","Nižná Šebastová","080 06","1"
"2364","SK0416","Nižná Šuňava","Nižná Šuňava","059 39","1"
"2365","SK041B","Nižná Vladiča","Nižná Vladiča","090 23","1"
"2366","SK0411","Nižná Voľa","Nižná Voľa","086 21","1"
"2367","SK031B","Nižné Kamence","Nižné Kamence","013 06","1"
"2368","SK0412","Nižné Ladičkovce","Nižné Ladičkovce","067 11","1"
"2369","SK0315","Nižné Matiašovce","Nižné Matiašovce","032 23","1"
"2370","SK0429","Nižné Nemecké","Nižné Nemecké","072 52","1"
"2371","SK0411","Nižné Raslavice","Nižné Raslavice","086 41","1"
"2372","SK0414","Nižné Repaše","Nižné Repaše","053 71","1"
"2373","SK041A","Nižné Ružbachy","Nižné Ružbachy","065 02","1"
"2374","SK0329","Nižné Valice","Nižné Valice","982 52","1"
"2375","SK0428","Nižnoslanská Baňa","Nižnoslanská Baňa","049 23","1"
"2376","SK0426","Nižný Čaj","Nižný Čaj","044 16","1"
"2377","SK041D","Nižný Hrabovec","Nižný Hrabovec","094 21","1"
"2378","SK041D","Nižný Hrušov","Nižný Hrušov","094 22","1"
"2379","SK0312","Nižný Kelčov","Nižný Kelčov","023 55","1"
"2380","SK0426","Nižný Klátov","Nižný Klátov","044 12","1"
"2381","SK041C","Nižný Komárnik","Nižný Komárnik","090 05","1"
"2382","SK041D","Nižný Kručov","Nižný Kručov","093 01","1"
"2383","SK0426","Nižný Lánec","Nižný Lánec","044 73","1"
"2384","SK0426","Nižný Medzev","Nižný Medzev","044 25","1"
"2385","SK041C","Nižný Mirošov","Nižný Mirošov","090 11","1"
"2386","SK041C","Nižný Orlík","Nižný Orlík","090 11","1"
"2387","SK0329","Nižný Skálnik","Nižný Skálnik","980 52","1"
"2388","SK0418","Nižný Slavkov","Nižný Slavkov","082 75","1"
"2389","SK0318","Nižný Sliač","Nižný Sliač","034 84","1"
"2390","SK0411","Nižný Tvarožec","Nižný Tvarožec","086 02","1"
"2391","SK042B","Nižný Žipov","Nižný Žipov","076 17","1"
"2392","SK0316","Nolčovo","Nolčovo","038 54","1"
"2393","SK0236","Norovce","Norovce","956 38","1"
"2394","SK0228","Nosice","Nosice","020 01","1"
"2395","SK032C","Nová Baňa","Nová Baňa","968 01","1"
"2396","SK0329","Nová Bašta","Nová Bašta","980 34","1"
"2397","SK0224","Nová Bošáca","Nová Bošáca","913 08","1"
"2398","SK0312","Nová Bystrica","Nová Bystrica","023 05","1"
"2399","SK0232","Nová Dedina","Nová Dedina","935 25","1"
"2400","SK0108","Nová Dedinka","Nová Dedinka","900 29","1"
"2401","SK0222","Nová Dubnica","Nová Dubnica","018 51","1"
"2402","SK041D","Nová Kelča","Nová Kelča","094 04","1"
"2403","SK0224","Nová Lehota","Nová Lehota","916 35","1"
"2404","SK0227","Nová Lehota","Nová Lehota","972 51","1"
"2405","SK0416","Nová Lesná","Nová Lesná","059 86","1"
"2406","SK0108","Nová Lipnica","Nová Lipnica","900 42","1"
"2407","SK041A","Nová Ľubovňa","Nová Ľubovňa","065 11","1"
"2408","SK0323","Nová Maša","Nová Maša","976 69","1"
"2409","SK0234","Nová Osada","Nová Osada","943 42","1"
"2410","SK0231","Nová Osada","Nová Osada","945 01","1"
"2411","SK0426","Nová Polhora","Nová Polhora","044 44","1"
"2412","SK0416","Nová Polianka","Nová Polianka","059 83","1"
"2413","SK041C","Nová Polianka","Nová Polianka","089 01","1"
"2414","SK0419","Nová Sedlica","Nová Sedlica","067 68","1"
"2415","SK0231","Nová Stráž","Nová Stráž","945 04","1"
"2416","SK0231","Nová Trstená","Nová Trstená","947 03","1"
"2417","SK032A","Nová Ves","Nová Ves","991 05","1"
"2418","SK0224","Nová Ves nad Váhom","Nová Ves nad Váhom","916 31","1"
"2419","SK0233","Nová Ves nad Žitavou","Nová Ves nad Žitavou","951 51","1"
"2420","SK0108","Nová Ves pri Dunaji","Nová Ves pri Dunaji","900 29","1"
"2421","SK0234","Nová Vieska","Nová Vieska","943 42","1"
"2422","SK042B","Nová Vieska pri Bodrogu","N.Vieska pri Bodrogu","076 35","1"
"2423","SK0426","Nováčany","Nováčany","044 21","1"
"2424","SK0328","Nováčany","Nováčany","049 13","1"
"2425","SK0227","Nováky","Nováky","972 71","1"
"2426","SK0326","Nové Hony","Nové Hony","985 42","1"
"2427","SK0108","Nové Košariská","Nové Košariská","900 42","1"
"2428","SK0224","Nové Mesto nad Váhom","Nové Mesto nad Váhom","915 01","1"
"2429","SK0212","Nové Osady","Nové Osady","925 22","1"
"2430","SK0233","Nové Sady","Nové Sady","951 24","1"
"2431","SK0234","Nové Zámky","Nové Zámky","940 02","1"
"2432","SK042B","Novosad","Novosad","076 02","1"
"2433","SK0317","Novoť","Novoť","029 55","1"
"2434","SK0317","Novotský Duľov","Novotský Duľov","029 63","1"
"2435","SK042A","Novoveská Huta","Novoveská Huta","053 31","1"
"2436","SK0231","Nový Diel","Nový Diel","946 54","1"
"2437","SK0232","Nový Dvor","Nový Dvor","935 77","1"
"2438","SK0234","Nový Gúg","Nový Gúg","940 02","1"
"2439","SK042B","Nový Majer","Nový Majer","075 01","1"
"2440","SK042B","Nový Ruskov","Nový Ruskov","075 01","1"
"2441","SK0326","Nový Sad","Nový Sad","985 41","1"
"2442","SK0426","Nový Salaš","Nový Salaš","044 17","1"
"2443","SK0416","Nový Smokovec","Nový Smokovec","062 01","1"
"2444","SK0108","Nový Svet","Nový Svet","903 01","1"
"2445","SK0324","Nový Svet","Nový Svet","985 45","1"
"2446","SK0232","Nový Tekov","Nový Tekov","935 33","1"
"2447","SK0211","Nový Život","Nový Život","930 38","1"
"2448","SK0222","Nozdrovice","Nozdrovice","018 64","1"
"2449","SK0232","Nýrovce","Nýrovce","935 67","1"
"2450","SK032A","Obeckov","Obeckov","991 05","1"
"2451","SK0234","Obid","Obid","943 04","1"
"2452","SK0426","Obišovce","Obišovce","044 81","1"
"2453","SK0311","Oblazov","Oblazov","013 61","1"
"2454","SK0427","Oborín","Oborín","076 75","1"
"2455","SK0326","Obručná","Obručná","985 58","1"
"2456","SK041A","Obručné","Obručné","065 42","1"
"2457","SK0236","Obsolovce","Obsolovce","956 08","1"
"2458","SK0237","Obyce","Obyce","951 95","1"
"2459","SK0224","Očkov","Očkov","916 22","1"
"2460","SK032B","Očová","Očová","962 23","1"
"2461","SK042A","Odorín","Odorín","053 22","1"
"2462","SK0211","Ohrady","Ohrady","930 12","1"
"2463","SK0412","Ohradzany","Ohradzany","067 22","1"
"2464","SK0314","Ochodnica","Ochodnica","023 35","1"
"2465","SK0428","Ochtiná","Ochtiná","049 35","1"
"2466","SK0231","Okánikovo","Okánikovo","946 21","1"
"2467","SK0211","Okoč","Okoč","930 28","1"
"2468","SK0231","Okoličná na Ostrove","Okoličná na Ostrove","946 13","1"
"2469","SK0315","Okoličné","Okoličné","031 04","1"
"2470","SK041C","Okrúhle","Okrúhle","090 42","1"
"2471","SK0417","Okružná","Okružná","082 12","1"
"2472","SK042A","Olcnava","Olcnava","053 61","1"
"2473","SK0211","Oľdza","Oľdza","930 39","1"
"2474","SK0418","Olejníkov","Olejníkov","082 57","1"
"2475","SK0312","Olešná","Olešná","023 52","1"
"2476","SK0237","Olichov","Olichov","951 87","1"
"2477","SK0415","Oľka","Oľka","067 04","1"
"2478","SK032A","Olováry","Olováry","991 22","1"
"2479","SK0411","Oľšavce","Oľšavce","086 46","1"
"2480","SK0414","Oľšavica","Oľšavica","053 73","1"
"2481","SK042A","Oľšavka","Oľšavka","053 61","1"
"2482","SK041B","Oľšavka","Oľšavka","090 22","1"
"2483","SK042B","Olšina","Olšina","075 01","1"
"2484","SK0415","Oľšinkov","Oľšinkov","067 16","1"
"2485","SK0418","Oľšov","Oľšov","082 76","1"
"2486","SK0426","Olšovany","Olšovany","044 19","1"
"2487","SK0221","Omastiná","Omastiná","956 41","1"
"2488","SK0229","Omšenie","Omšenie","914 43","1"
"2489","SK042B","Onča","Onča","076 52","1"
"2490","SK0411","Ondavka","Ondavka","086 36","1"
"2491","SK041D","Ondavské Matiašovce","Ondavské Matiašovce","094 01","1"
"2492","SK0319","Ondrašová","Ondrašová","038 22","1"
"2493","SK0417","Ondrašovce","Ondrašovce","082 33","1"
"2494","SK0416","Ondrej","Ondrej","059 12","1"
"2495","SK0321","Ondrej nad Hronom","Ondrej nad Hronom","976 62","1"
"2496","SK0232","Ondrejovce","Ondrejovce","935 51","1"
"2497","SK0234","Ondrochov","Ondrochov","941 02","1"
"2498","SK0426","Opátka","Opátka","044 65","1"
"2499","SK0229","Opatová","Opatová","911 01","1"
"2500","SK0232","Opatová","Opatová","935 25","1"
"2501","SK0326","Opatová","Opatová","984 01","1"
"2502","SK0229","Opatovce","Opatovce","913 11","1"
"2503","SK0233","Opatovce - Výčapy","Opatovce - Výčapy","951 44","1"
"2504","SK0227","Opatovce nad Nitrou","Opatovce nad Nitrou","972 02","1"
"2505","SK0325","Opatové Moravce","Opatové Moravce","962 71","1"
"2506","SK032A","Opatovská Nová Ves","Opatovská Nová Ves","991 07","1"
"2507","SK0211","Opatovský Sokolec","Opatovský Sokolec","930 28","1"
"2508","SK032A","Opava","Opava","991 25","1"
"2509","SK0426","Opiná","Opiná","044 47","1"
"2510","SK0217","Opoj","Opoj","919 32","1"
"2511","SK0236","Oponice","Oponice","956 14","1"
"2512","SK0321","Oravce","Oravce","976 33","1"
"2513","SK0329","Orávka","Orávka","980 42","1"
"2514","SK0317","Oravská Jasenica","Oravská Jasenica","029 64","1"
"2515","SK0317","Oravská Lesná","Oravská Lesná","029 57","1"
"2516","SK0317","Oravská Polhora","Oravská Polhora","029 47","1"
"2517","SK0313","Oravská Poruba","Oravská Poruba","027 54","1"
"2518","SK0317","Oravské Veselé","Oravské Veselé","029 62","1"
"2519","SK031A","Oravský Biely Potok","Oravský Biely Potok","027 42","1"
"2520","SK0313","Oravský Podzámok","Oravský Podzámok","027 41","1"
"2521","SK0414","Ordzovany","Ordzovany","053 06","1"
"2522","SK0429","Orechová","Orechová","072 51","1"
"2523","SK0211","Orechová Potôň","Orechová Potôň","930 02","1"
"2524","SK0211","Orechová Potôň - Lúky","Orechová Potôň-Lúky","930 52","1"
"2525","SK0229","Orechové","Orechové","911 05","1"
"2526","SK0427","Oreské","Oreské","072 23","1"
"2527","SK0216","Oreské","Oreské","908 63","1"
"2528","SK0236","Orešany","Orešany","956 06","1"
"2529","SK0418","Orkucany","Orkucany","083 01","1"
"2530","SK041A","Orlov","Orlov","065 43","1"
"2531","SK0226","Orlové","Orlové","017 01","1"
"2532","SK032C","Orovnica","Orovnica","966 52","1"
"2533","SK0426","Ortáše","Ortáše","044 44","1"
"2534","SK0427","Ortov","Ortov","072 14","1"
"2535","SK0411","Ortuťová","Ortuťová","086 12","1"
"2536","SK0313","Osádka","Osádka","026 01","1"
"2537","SK0419","Osadné","Osadné","067 34","1"
"2538","SK0411","Osikov","Osikov","086 42","1"
"2539","SK0227","Oslany","Oslany","972 47","1"
"2540","SK0323","Osrblie","Osrblie","976 45","1"
"2541","SK032B","Ostrá Lúka","Ostrá Lúka","962 61","1"
"2542","SK0329","Ostrany","Ostrany","980 26","1"
"2543","SK0225","Ostratice","Ostratice","956 34","1"
"2544","SK0429","Ostrov","Ostrov","072 55","1"
"2545","SK0214","Ostrov","Ostrov","922 01","1"
"2546","SK0418","Ostrovany","Ostrovany","082 22","1"
"2547","SK032C","Ostrý Grúň","Ostrý Grúň","966 77","1"
"2548","SK0413","Osturňa","Osturňa","059 79","1"
"2549","SK0215","Osuské","Osuské","906 12","1"
"2550","SK032A","Osušie","Osušie","991 02","1"
"2551","SK0312","Oščadnica","Oščadnica","023 01","1"
"2552","SK0314","Oškerda","Oškerda","023 32","1"
"2553","SK0221","Otrhánky","Otrhánky","956 55","1"
"2554","SK0328","Otročok","Otročok","982 62","1"
"2555","SK031B","Ovčiarsko","Ovčiarsko","010 04","1"
"2556","SK0417","Ovčie","Ovčie","082 38","1"
"2557","SK0327","Ozdín","Ozdín","985 24","1"
"2558","SK0329","Ožďany","Ožďany","980 11","1"
"2559","SK0217","Pác","Pác","919 43","1"
"2560","SK0428","Pača","Pača","049 41","1"
"2561","SK0231","Pačérok","Pačérok","946 03","1"
"2562","SK0211","Padáň","Padáň","929 01","1"
"2563","SK0329","Padarovce","Padarovce","980 23","1"
"2564","SK0217","Paderovce","Paderovce","919 30","1"
"2565","SK0226","Pagaňov","Pagaňov","018 03","1"
"2566","SK0412","Pakostov","Pakostov","094 07","1"
"2567","SK0234","Palárikovo","Palárikovo","941 11","1"
"2568","SK042A","Palcmanská Maša","Palcmanská Maša","053 76","1"
"2569","SK0427","Palín","Palín","072 13","1"
"2570","SK0415","Palota","Palota","068 01","1"
"2571","SK0212","Paľovce","Paľovce","925 92","1"
"2572","SK0315","Palúdzka","Palúdzka","031 01","1"
"2573","SK0233","Paňa","Paňa","951 05","1"
"2574","SK0326","Panické Dravce","Panické Dravce","985 32","1"
"2575","SK0426","Paňovce","Paňovce","044 71","1"
"2576","SK0329","Papča","Papča","980 23","1"
"2577","SK0412","Papín","Papín","067 33","1"
"2578","SK0224","Paprad","Paprad","916 01","1"
"2579","SK0226","Papradno","Papradno","018 13","1"
"2580","SK042B","Parchovany","Parchovany","076 62","1"
"2581","SK0419","Parihuzovce","Parihuzovce","067 35","1"
"2582","SK0313","Párnica","Párnica","026 01","1"
"2583","SK0233","Párovské Háje","Párovské Háje","949 01","1"
"2584","SK0315","Partizánska Ľupča","Partizánska Ľupča","032 15","1"
"2585","SK0225","Partizánske","Partizánske",,"1"
"2586","SK0225","Partizánske - Šípok","Partizánske - Šípok",,"1"
"2587","SK0324","Paseky","Paseky","985 45","1"
"2588","SK0228","Pasiečka","Pasiečka","020 53","1"
"2589","SK0232","Pastovce","Pastovce","935 74","1"
"2590","SK041A","Pastovník","Pastovník","065 44","1"
"2591","SK0213","Pastuchov","Pastuchov","920 63","1"
"2592","SK0428","Pašková","Pašková","049 32","1"
"2593","SK031B","Paština Závada","Paština Závada","013 41","1"
"2594","SK0212","Pata","Pata","925 53","1"
"2595","SK0211","Pataš","Pataš","929 01","1"
"2596","SK0231","Patince","Patince","946 39","1"
"2597","SK0315","Pavčina Lehota","Pavčina Lehota","031 01","1"
"2598","SK0231","Pavel","Pavel","945 04","1"
"2599","SK0414","Pavľany","Pavľany","053 71","1"
"2600","SK0217","Pavlice","Pavlice","919 42","1"
"2601","SK0234","Pavlová","Pavlová","943 59","1"
"2602","SK0315","Pavlova Ves","Pavlova Ves","032 21","1"
"2603","SK041D","Pavlovce","Pavlovce","094 31","1"
"2604","SK0329","Pavlovce","Pavlovce","980 01","1"
"2605","SK0427","Pavlovce nad Uhom","Pavlovce nad Uhom","072 14","1"
"2606","SK042B","Pavlovo","Pavlovo","076 35","1"
"2607","SK0225","Pažiť","Pažiť","958 03","1"
"2608","SK0314","Pažite","Pažite","023 36","1"
"2609","SK0419","Pčoliné","Pčoliné","067 35","1"
"2610","SK0214","Pečeňady","Pečeňady","922 07","1"
"2611","SK0221","Pečeňany","Pečeňany","956 36","1"
"2612","SK0232","Pečenice","Pečenice","935 03","1"
"2613","SK0418","Pečovská Nová Ves","Pečovská Nová Ves","082 56","1"
"2614","SK0426","Peder","Peder","044 05","1"
"2615","SK031B","Peklina","Peklina","013 41","1"
"2616","SK0426","Perín","Perín","044 74","1"
"2617","SK0426","Perín - Chym","Perín - Chym","044 74","1"
"2618","SK0233","Perkovce","Perkovce","951 26","1"
"2619","SK0106","Pernek","Pernek","900 53","1"
"2620","SK041D","Petkovce","Petkovce","094 33","1"
"2621","SK032A","Peťov","Peťov","991 06","1"
"2622","SK0229","Peťovka","Peťovka","913 26","1"
"2623","SK0427","Petrikovce","Petrikovce","072 06","1"
"2624","SK0313","Petrová","Petrová","027 05","1"
"2625","SK0411","Petrová","Petrová","086 02","1"
"2626","SK0229","Petrova Lehota","Petrova Lehota","913 26","1"
"2627","SK0216","Petrova Ves","Petrova Ves","908 44","1"
"2628","SK0417","Petrovany","Petrovany","082 53","1"
"2629","SK0429","Petrovce","Petrovce","072 62","1"
"2630","SK041D","Petrovce","Petrovce","094 31","1"
"2631","SK0329","Petrovce","Petrovce","980 35","1"
"2632","SK0427","Petrovce nad Laborcom","Petrovce n/Laborcom","071 01","1"
"2633","SK0327","Petrovec","Petrovec","985 01","1"
"2634","SK0311","Petrovice","Petrovice","013 53","1"
"2635","SK0428","Petrovo","Petrovo","049 35","1"
"2636","SK0107","Pezinok","Pezinok",,"1"
"2637","SK0232","Pežerňa","Pežerňa","935 55","1"
"2638","SK0427","Piesky","Piesky","072 04","1"
"2639","SK0107","Piesok","Piesok","900 01","1"
"2640","SK0323","Piesok","Piesok","976 81","1"
"2641","SK0324","Piešť I","Piešť I (časť)","962 12","1"
"2642","SK0324","Piešť II","Piešť II","962 12","1"
"2643","SK0214","Piešťany","Piešťany","921 01","1"
"2644","SK0419","Pichne","Pichne","069 01","1"
"2645","SK0413","Pikovce","Pikovce","059 72","1"
"2646","SK0107","Píla","Píla","900 89","1"
"2647","SK032C","Píla","Píla","966 81","1"
"2648","SK0326","Píla","Píla","985 53","1"
"2649","SK041A","Pilhov","Pilhov","065 22","1"
"2650","SK041A","Pilhovčík","Pilhovčík","065 22","1"
"2651","SK0326","Pinciná","Pinciná","984 01","1"
"2652","SK0429","Pinkovce","Pinkovce","072 54","1"
"2653","SK0211","Pinkove Kračany","Pinkove Kračany","930 03","1"
"2654","SK041D","Piskorovce","Piskorovce","094 05","1"
"2655","SK032D","Pitelová","Pitelová","966 11","1"
"2656","SK0311","Pláne","Pláne","013 53","1"
"2657","SK0427","Pláne","Pláne","072 22","1"
"2658","SK0232","Plášťovce","Plášťovce","935 82","1"
"2659","SK0232","Plavé Vozokany","Plavé Vozokany","935 69","1"
"2660","SK0106","Plavecké Podhradie","Plavecké Podhradie","906 36","1"
"2661","SK0106","Plavecký Mikuláš","Plavecký Mikuláš","906 35","1"
"2662","SK0215","Plavecký Peter","Plavecký Peter","906 35","1"
"2663","SK0106","Plavecký Štvrtok","Plavecký Štvrtok","900 68","1"
"2664","SK041A","Plaveč","Plaveč","065 44","1"
"2665","SK041A","Plavnica","Plavnica","065 45","1"
"2666","SK042B","Plechotice","Plechotice","075 01","1"
"2667","SK0326","Pleš","Pleš","985 31","1"
"2668","SK0313","Plešivá","Plešivá","027 05","1"
"2669","SK0428","Plešivec","Plešivec","049 11","1"
"2670","SK0226","Plevník - Drienové","Plevník - Drienové","018 26","1"
"2671","SK032B","Pliešovce","Pliešovce","962 63","1"
"2672","SK0426","Ploské","Ploské","044 44","1"
"2673","SK0328","Ploské","Ploské","982 65","1"
"2674","SK0315","Ploštín","Ploštín","031 01","1"
"2675","SK0224","Pobedim","Pobedim","916 23","1"
"2676","SK0226","Počarová","Počarová","018 15","1"
"2677","SK0322","Počúvadlianske Jazero","Počúvadl.Jazero","969 01","1"
"2678","SK0322","Počúvadlo","Počúvadlo","969 01","1"
"2679","SK0417","Pod Braniskom","Pod Braniskom","082 37","1"
"2680","SK0211","Pódafa","Pódafa","929 01","1"
"2681","SK0315","Podbanské","Podbanské","032 42","1"
"2682","SK031A","Podbiel","Podbiel","027 42","1"
"2683","SK0215","Podbranč","Podbranč","906 05","1"
"2684","SK0323","Podbrezová","Podbrezová","976 81","1"
"2685","SK041D","Podčičva","Podčičva","094 09","1"
"2686","SK0316","Podháj","Podháj","036 01","1"
"2687","SK0234","Podhájska","Podhájska","941 48","1"
"2688","SK0323","Podholie","Podholie","976 64","1"
"2689","SK0413","Podhorany","Podhorany","059 93","1"
"2690","SK0417","Podhorany","Podhorany","082 12","1"
"2691","SK0233","Podhorany","Podhorany","951 46","1"
"2692","SK031B","Podhorie","Podhorie","013 18","1"
"2693","SK0222","Podhorie","Podhorie","018 54","1"
"2694","SK0228","Podhorie","Podhorie","018 61","1"
"2695","SK0215","Podhorie","Podhorie","906 11","1"
"2696","SK0322","Podhorie","Podhorie","969 82","1"
"2697","SK0429","Podhoroď","Podhoroď","072 64","1"
"2698","SK0417","Podhrabina","Podhrabina","082 15","1"
"2699","SK0316","Podhradie","Podhradie","038 52","1"
"2700","SK0236","Podhradie","Podhradie","955 01","1"
"2701","SK0227","Podhradie","Podhradie","972 42","1"
"2702","SK0417","Podhradík","Podhradík","080 06","1"
"2703","SK032B","Podjavorie (pri Lešti)","Podjavorie","962 63","1"
"2704","SK032B","Podjavorie (pri Pliešovci)","Podjavorie","962 63","1"
"2705","SK0226","Podjavorník","Podjavorník","018 13","1"
"2706","SK0321","Podkonice","Podkonice","976 13","1"
"2707","SK0324","Podkriváň","Podkriváň","985 51","1"
"2708","SK0223","Podkylava","Podkylava","916 16","1"
"2709","SK0321","Podlavice","Podlavice","974 01","1"
"2710","SK041D","Podlipníky","Podlipníky","094 31","1"
"2711","SK0232","Podlužany","Podlužany","935 27","1"
"2712","SK0221","Podlužany","Podlužany","956 52","1"
"2713","SK0226","Podmanín","Podmanín","017 01","1"
"2714","SK0224","Podolie","Podolie","916 22","1"
"2715","SK041A","Podolínec","Podolínec","065 03","1"
"2716","SK041A","Podpílie","Podpílie","065 41","1"
"2717","SK0414","Podproč","Podproč","053 73","1"
"2718","SK0326","Podrečany","Podrečany","985 54","1"
"2719","SK041A","Podsadek","Podsadek","064 01","1"
"2720","SK0226","Podskalie","Podskalie","018 22","1"
"2721","SK0416","Podspády","Podspády","059 56","1"
"2722","SK0315","Podtureň","Podtureň","033 01","1"
"2723","SK0226","Podvažie","Podvažie","017 04","1"
"2724","SK0222","Podvažie","Podvažie","018 52","1"
"2725","SK0223","Podvrch","Podvrch","916 16","1"
"2726","SK0312","Podvysoká","Podvysoká","023 57","1"
"2727","SK032B","Podzámčok","Podzámčok","962 61","1"
"2728","SK041A","Podzámok","Podzámok","065 44","1"
"2729","SK0215","Podzámok","Podzámok","906 05","1"
"2730","SK0312","Podzávoz","Podzávoz","022 01","1"
"2731","SK0323","Pohorelá","Pohorelá","976 69","1"
"2732","SK0323","Pohorelská Maša","Pohorelská Maša","976 69","1"
"2733","SK0233","Pohranice","Pohranice","951 02","1"
