"id","district_nut","fullname","shortname","zip","use"
"2734","SK0323","Pohronská Polhora","Pohronská Polhora","976 56","1"
"2735","SK0321","Pohronský Bukovec","Pohronský Bukovec","976 62","1"
"2736","SK0232","Pohronský Ruskov","Pohronský Ruskov","935 62","1"
"2737","SK0221","Pochabany","Pochabany","956 38","1"
"2738","SK0313","Pokryváč","Pokryváč","026 01","1"
"2739","SK0414","Poľanovce","Poľanovce","053 05","1"
"2740","SK042B","Poľany","Poľany","076 84","1"
"2741","SK0319","Polerieka","Polerieka","038 22","1"
"2742","SK0411","Poliakovce","Poliakovce","086 11","1"
"2743","SK0223","Polianka","Polianka","907 01","1"
"2744","SK0324","Polianky","Polianky","985 45","1"
"2745","SK0326","Polichno","Polichno","985 13","1"
"2746","SK0328","Polina","Polina","982 62","1"
"2747","SK0321","Polkanová (ostatné čísla)","Polkanová (ostat.č.)","976 02","1"
"2748","SK0321","Polkanová (č.d.1,2,3)","Polkanová (č.d.1,2,3","974 01","1"
"2749","SK0229","Polníky","Polníky","913 32","1"
"2750","SK0233","Poľný Kesov","Poľný Kesov","951 15","1"
"2751","SK0329","Polom","Polom","981 01","1"
"2752","SK0418","Poloma","Poloma","082 73","1"
"2753","SK0323","Polomka","Polomka","976 66","1"
"2754","SK032B","Polomy","Polomy","962 63","1"
"2755","SK0327","Poltár","Poltár","987 01","1"
"2756","SK031B","Poluvsie","Poluvsie","013 13","1"
"2757","SK0227","Poluvsie","Poluvsie","972 16","1"
"2758","SK0327","Pondelok","Pondelok","980 13","1"
"2759","SK0414","Pongrácovce","Pongrácovce","053 05","1"
"2760","SK0321","Ponická Huta","Ponická Huta","976 33","1"
"2761","SK0321","Ponická Lehôtka","Ponická Lehôtka","976 33","1"
"2762","SK0321","Poniky","Poniky","976 33","1"
"2763","SK0416","Poprad","Poprad","058 01","1"
"2764","SK0426","Poproč","Poproč","044 24","1"
"2765","SK0329","Poproč","Poproč","982 67","1"
"2766","SK0216","Popudinské Močidľany","Popudinské Močidľany","908 61","1"
"2767","SK042A","Poráč","Poráč","053 23","1"
"2768","SK0223","Poriadie","Poriadie","906 22","1"
"2769","SK0429","Porostov","Porostov","072 55","1"
"2770","SK0227","Poruba","Poruba","972 11","1"
"2771","SK0427","Poruba pod Vihorlatom","Poruba p/Vihorlatom","072 32","1"
"2772","SK031B","Porúbka","Porúbka","013 11","1"
"2773","SK0412","Porúbka","Porúbka","067 41","1"
"2774","SK0429","Porúbka","Porúbka","072 61","1"
"2775","SK0411","Porúbka","Porúbka","086 12","1"
"2776","SK0213","Posádka","Posádka","920 56","1"
"2777","SK041D","Poša","Poša","094 21","1"
"2778","SK0211","Póšfa","Póšfa","930 34","1"
"2779","SK032A","Potočok","Potočok","991 22","1"
"2780","SK0312","Potok","Potok","023 56","1"
"2781","SK0318","Potok","Potok","034 83","1"
"2782","SK0329","Potok","Potok","982 67","1"
"2783","SK0311","Potoky","Potoky","013 62","1"
"2784","SK0418","Potoky","Potoky","082 71","1"
"2785","SK041B","Potoky","Potoky","091 01","1"
"2786","SK041B","Potôčky","Potôčky","091 01","1"
"2787","SK0211","Potônské Lúky","Potônske Lúky","930 52","1"
"2788","SK0224","Potvorice","Potvorice","916 25","1"
"2789","SK0224","Považany","Považany","916 26","1"
"2790","SK0226","Považská Bystrica","Považská Bystrica",,"1"
"2791","SK0226","Považská Teplá","Považská Teplá","017 05","1"
"2792","SK0226","Považské Podhradie","Považské Podhradie","017 04","1"
"2793","SK031B","Považský Chlmec","Považský Chlmec","010 03","1"
"2794","SK0314","Povina","Povina","023 33","1"
"2795","SK0211","Povoda","Povoda","929 01","1"
"2796","SK0321","Povrazník","Povrazník","976 55","1"
"2797","SK0234","Pozba","Pozba","941 51","1"
"2798","SK0427","Pozdišovce","Pozdišovce","072 01","1"
"2799","SK0323","Pôbišovo","Pôbišovo","976 64","1"
"2800","SK032A","Pôtor","Pôtor","991 03","1"
"2801","SK0326","Praha","Praha","985 11","1"
"2802","SK0421","Prakovce","Prakovce","055 62","1"
"2803","SK0236","Prašice","Prašice","956 22","1"
"2804","SK0214","Prašník","Prašník","922 11","1"
"2805","SK0227","Pravenec","Pravenec","972 16","1"
"2806","SK032A","Pravica","Pravica","991 21","1"
"2807","SK0221","Pravotice","Pravotice","956 35","1"
"2808","SK0226","Praznov","Praznov","017 01","1"
"2809","SK0236","Práznovce","Práznovce","955 01","1"
"2810","SK0226","Prečín","Prečín","018 15","1"
"2811","SK0323","Predajná","Predajná","976 63","1"
"2812","SK0311","Predjastrabie","Predjastrabie","013 55","1"
"2813","SK0311","Predmier","Predmier","013 51","1"
"2814","SK0312","Predmier","Predmier","023 54","1"
"2815","SK0328","Predná Hora","Predná Hora","049 01","1"
"2816","SK0323","Predné Halny","Predné Halny","977 01","1"
"2817","SK0222","Prejta","Prejta","018 41","1"
"2818","SK0322","Prenčov","Prenčov","969 73","1"
"2819","SK0236","Preseľany","Preseľany","956 12","1"
"2820","SK0232","Preseľany nad Ipľom","Preseľany nad Ipľom","936 01","1"
"2821","SK032D","Prestavlky","Prestavlky","966 01","1"
"2822","SK0417","Prešov","Prešov",,"1"
"2823","SK032A","Príbelce","Príbelce","991 25","1"
"2824","SK042B","Pribeník","Pribeník","076 51","1"
"2825","SK0231","Pribeta","Pribeta","946 55","1"
"2826","SK0313","Pribiš","Pribiš","027 41","1"
"2827","SK0317","Pribišská","Pribišská","029 57","1"
"2828","SK032A","Príboj","Príboj","991 01","1"
"2829","SK0316","Príbovce","Príbovce","038 42","1"
"2830","SK0315","Pribylina","Pribylina","032 42","1"
"2831","SK0321","Priechod","Priechod","976 11","1"
"2832","SK0316","Priekopa","Priekopa","038 61","1"
"2833","SK0429","Priekopa","Priekopa","072 61","1"
"2834","SK032A","Prieloh","Prieloh","991 02","1"
"2835","SK0223","Priepasné","Priepasné","906 15","1"
"2836","SK0215","Prietrž","Prietrž","906 11","1"
"2837","SK0216","Prietržka","Prietržka","908 49","1"
"2838","SK0215","Prievaly","Prievaly","906 34","1"
"2839","SK0227","Prievidza","Prievidza","971 01","1"
"2840","SK0227","Prievidza - Kopanice","Kopanice-Priev. IV","971 01","1"
"2841","SK0227","Prievidza - Necpaly","Necpaly-Prievid. III","971 01","1"
"2842","SK0227","Prievidza - Píly","Píly - Prievidza II","971 01","1"
"2843","SK0227","Prievidza - Staré Mesto","Staré Mesto-Priev.","971 01","1"
"2844","SK0227","Prievidza - Štvrte","Štvrte - Prievidza V","971 01","1"
"2845","SK0327","Prievrana","Prievrana","987 01","1"
"2846","SK0328","Prihradzany","Prihradzany","049 14","1"
"2847","SK041C","Príkra","Príkra","090 05","1"
"2848","SK0237","Prílepy","Prílepy","953 05","1"
"2849","SK0416","Primovce","Primovce","059 12","1"
"2850","SK0419","Príslop","Príslop","067 66","1"
"2851","SK0412","Prituľany","Prituľany","094 08","1"
"2852","SK0417","Proč","Proč","082 14","1"
"2853","SK032D","Prochot","Prochot","966 04","1"
"2854","SK041D","Prosačov","Prosačov","094 31","1"
"2855","SK0315","Prosiek","Prosiek","032 23","1"
"2856","SK0226","Prosné","Prosné","018 01","1"
"2857","SK0321","Prostredná Môlča","Prostredná Môlča","974 01","1"
"2858","SK042A","Prostredný Hámor","Prostredný Hámor","053 76","1"
"2859","SK0326","Prša","Prša","985 41","1"
"2860","SK0222","Pruské","Pruské","018 52","1"
"2861","SK0221","Prusy","Prusy","957 03","1"
"2862","SK0226","Pružina","Pružina","018 22","1"
"2863","SK032C","Psiare","Psiare","966 53","1"
"2864","SK041C","Pstriná","Pstriná","090 05","1"
"2865","SK0324","Pstruša","Pstruša","962 12","1"
"2866","SK0311","Pšurnovice","Pšurnovice","014 01","1"
"2867","SK0412","Ptičie","Ptičie","067 41","1"
"2868","SK0427","Ptrukša","Ptrukša","076 77","1"
"2869","SK0313","Pucov","Pucov","026 01","1"
"2870","SK0228","Púchov","Púchov","020 01","1"
"2871","SK0232","Pukanec","Pukanec","935 05","1"
"2872","SK0214","Pustá Ves","Pustá Ves","922 11","1"
"2873","SK0323","Pusté","Pusté","976 52","1"
"2874","SK0427","Pusté Čemerné","Pusté Čemerné","072 22","1"
"2875","SK041A","Pusté Pole","Pusté Pole","065 41","1"
"2876","SK0212","Pusté Sady","Pusté Sady","925 54","1"
"2877","SK0212","Pusté Úľany","Pusté Úľany","925 28","1"
"2878","SK0237","Pustý Chotár","Pustý Chotár","951 75","1"
"2879","SK0417","Pušovce","Pušovce","082 14","1"
"2880","SK0317","Rabča","Rabča","029 44","1"
"2881","SK0317","Rabčice","Rabčice","029 45","1"
"2882","SK0227","Račice","Račice","972 22","1"
"2883","SK042B","Rad","Rad","076 37","1"
"2884","SK0417","Radatice","Radatice","082 42","1"
"2885","SK0234","Radava","Radava","941 47","1"
"2886","SK0216","Radimov","Radimov","908 47","1"
"2887","SK0221","Radiša","Radiša","956 41","1"
"2888","SK0329","Radnovce","Radnovce","980 42","1"
"2889","SK0227","Radobica","Radobica","972 48","1"
"2890","SK0314","Radoľa","Radoľa","023 36","1"
"2891","SK041C","Radoma","Radoma","090 42","1"
"2892","SK0236","Radošina","Radošina","956 05","1"
"2893","SK0216","Radošovce","Radošovce","908 63","1"
"2894","SK0217","Radošovce","Radošovce","919 30","1"
"2895","SK0312","Radôstka","Radôstka","023 04","1"
"2896","SK0321","Radvaň","Radvaň","974 05","1"
"2897","SK0231","Radvaň nad Dunajom","Radvaň nad Dunajom","946 38","1"
"2898","SK0415","Radvaň nad Laborcom","Radvaň nad Laborcom","067 01","1"
"2899","SK041D","Radvanovce","Radvanovce","094 31","1"
"2900","SK0326","Radzovce","Radzovce","985 58","1"
"2901","SK041D","Rafajovce","Rafajovce","094 05","1"
"2902","SK0236","Rajčany","Rajčany","956 32","1"
"2903","SK031B","Rajec","Rajec","015 01","1"
"2904","SK031B","Rajecká Lesná","Rajecká Lesná","013 15","1"
"2905","SK031B","Rajecké Teplice","Rajecké Teplice","013 13","1"
"2906","SK0224","Rakoľuby","Rakoľuby","916 31","1"
"2907","SK0426","Rákoš","Rákoš","044 16","1"
"2908","SK0328","Rákoš","Rákoš","049 61","1"
"2909","SK0328","Rákošská Baňa","Rákošská Baňa","049 61","1"
"2910","SK0312","Raková","Raková","023 51","1"
"2911","SK041C","Rakovčík","Rakovčík","089 01","1"
"2912","SK042A","Rakovec","Rakovec","053 76","1"
"2913","SK0221","Rakovec","Rakovec","956 41","1"
"2914","SK0325","Rakovec","Rakovec","962 65","1"
"2915","SK0427","Rakovec nad Ondavou","Rakovec nad Ondavou","072 03","1"
"2916","SK0214","Rakovice","Rakovice","922 08","1"
"2917","SK0428","Rakovnica","Rakovnica","049 31","1"
"2918","SK0316","Rakovo","Rakovo","038 42","1"
"2919","SK0319","Rakša","Rakša","039 01","1"
"2920","SK0413","Rakúsy","Rakúsy","059 76","1"
"2921","SK0329","Rakytník","Rakytník","980 21","1"
"2922","SK0321","Rakytovce","Rakytovce","974 05","1"
"2923","SK0426","Rankovce","Rankovce","044 45","1"
"2924","SK0326","Rapovce","Rapovce","985 31","1"
"2925","SK0411","Raslavice","Raslavice","086 41","1"
"2926","SK0217","Rasochov","Rasochov","919 05","1"
"2927","SK0211","Rastice","Rastice","930 39","1"
"2928","SK0234","Rastislavice","Rastislavice","941 10","1"
"2929","SK0328","Rašice","Rašice","982 62","1"
"2930","SK0311","Rašov","Rašov","013 51","1"
"2931","SK0326","Ratka","Ratka","986 01","1"
"2932","SK0328","Ratková","Ratková","982 65","1"
"2933","SK0213","Ratkovce","Ratkovce","920 42","1"
"2934","SK0316","Ratkovo","Ratkovo","038 54","1"
"2935","SK0329","Ratkovská Lehota","Ratkovská Lehota","982 65","1"
"2936","SK0329","Ratkovská Suchá","Ratkovská Suchá","982 67","1"
"2937","SK0329","Ratkovská Zdychava","Ratkovská Zdychava","982 67","1"
"2938","SK0328","Ratkovské Bystré","Ratkovské Bystré","982 66","1"
"2939","SK0214","Ratnovce","Ratnovce","922 31","1"
"2940","SK0418","Ratvaj","Ratvaj","082 66","1"
"2941","SK0227","Ráztočno","Ráztočno","972 31","1"
"2942","SK0226","Ráztoka","Ráztoka","018 03","1"
"2943","SK0323","Ráztoka","Ráztoka","976 97","1"
"2944","SK0311","Ráztoky","Ráztoky","013 62","1"
"2945","SK0313","Ráztoky","Ráztoky","027 05","1"
"2946","SK042A","Ráztoky","Ráztoky","053 32","1"
"2947","SK0418","Ražňany","Ražňany","082 61","1"
"2948","SK0108","Reca (č. 380,381,383,384))","Reca (č. 380,381,383","903 01","1"
"2949","SK0108","Reca (ostatné čísla)","Reca (ostatné čísla)","925 26","1"
"2950","SK0411","Regetovka","Regetovka","086 33","1"
"2951","SK0428","Rejdová","Rejdová","049 26","1"
"2952","SK0413","Reľov","Reľov","059 04","1"
"2953","SK0227","Remata","Remata","972 51","1"
"2954","SK041D","Remeniny","Remeniny","094 31","1"
"2955","SK0429","Remetské Hámre","Remetské Hámre","072 41","1"
"2956","SK0418","Renčišov","Renčišov","082 63","1"
"2957","SK0229","Repákovci","Repákovci","913 33","1"
"2958","SK0415","Repejov","Repejov","067 04","1"
"2959","SK032D","Repište","Repište","966 03","1"
"2960","SK0328","Repištia","Repištia","982 65","1"
"2961","SK0426","Rešica","Rešica","044 73","1"
"2962","SK0411","Rešov","Rešov","086 21","1"
"2963","SK0313","Revišné","Revišné","027 54","1"
"2964","SK032C","Revištské Podzámčie","Revištské Podzámčie","966 81","1"
"2965","SK0328","Revúca","Revúca","050 01","1"
"2966","SK0328","Revúcka Lehota","Revúcka Lehota","049 18","1"
"2967","SK0328","Revúčka","Revúčka","050 01","1"
"2968","SK0427","Ridzina","Ridzina","072 16","1"
"2969","SK0321","Riečka, ulica Nevoľné","Riečka, ulica Nevoľné","976 34","1"
"2970","SK0321","Riečka, ostatné ulice","Riečka","974 01","1"
"2971","SK0329","Riečka","Riečka","980 45","1"
"2972","SK0312","Riečky","Riečky","023 22","1"
"2973","SK0312","Riečnica","Riečnica","023 05","1"
"2974","SK0312","Rieka","Rieka","022 01","1"
"2975","SK0421","Richnava","Richnava","053 51","1"
"2976","SK0411","Richvald","Richvald","085 01","1"
"2977","SK0329","Rimavská Baňa","Rimavská Baňa","980 53","1"
"2978","SK0329","Rimavská Píla","Rimavská Píla","980 61","1"
"2979","SK0329","Rimavská Seč","Rimavská Seč","980 42","1"
"2980","SK0329","Rimavská Sobota","Rimavská Sobota","979 01","1"
"2981","SK0329","Rimavské Brezovo","Rimavské Brezovo","980 54","1"
"2982","SK0329","Rimavské Janovce","Rimavské Janovce","980 01","1"
"2983","SK0329","Rimavské Zalužany","Rimavské Zalužany","980 53","1"
"2984","SK0233","Rišňovce","Rišňovce","951 21","1"
"2985","SK0215","Rohov","Rohov","906 04","1"
"2986","SK0211","Rohovce","Rohovce","930 30","1"
"2987","SK0232","Rohožnica","Rohožnica","935 34","1"
"2988","SK0412","Rohožník","Rohožník","094 07","1"
"2989","SK0106","Rohožník","Rohožník","906 38","1"
"2990","SK0428","Rochovce","Rochovce","049 36","1"
"2991","SK0318","Rojkov","Rojkov","034 92","1"
"2992","SK0417","Rokycany","Rokycany","082 41","1"
"2993","SK0411","Rokytov","Rokytov","086 01","1"
"2994","SK0412","Rokytov pri Humennom","Rokytov pri Humennom","067 13","1"
"2995","SK0415","Rokytovce","Rokytovce","068 01","1"
"2996","SK031B","Rosina","Rosina","013 22","1"
"2997","SK0414","Roškovce","Roškovce","053 02","1"
"2998","SK0415","Roškovce","Roškovce","067 02","1"
"2999","SK0428","Roštár","Roštár","049 35","1"
"3000","SK0215","Rovensko","Rovensko","905 01","1"
"3001","SK0108","Rovinka","Rovinka","900 41","1"
"3002","SK0327","Rovňany","Rovňany","985 24","1"
"3003","SK0226","Rovné","Rovné","018 03","1"
"3004","SK0412","Rovné","Rovné","067 32","1"
"3005","SK041C","Rovné","Rovné","090 16","1"
"3006","SK0329","Rovné","Rovné","982 67","1"
"3007","SK0215","Rozbehy","Rozbehy","906 33","1"
"3008","SK0426","Rozhanovce","Rozhanovce","044 42","1"
"3009","SK0232","Rozina","Rozina","937 01","1"
"3010","SK0428","Rozložná","Rozložná","049 32","1"
"3011","SK041C","Roztoky","Roztoky","090 11","1"
"3012","SK0229","Rozvadze","Rozvadze","913 11","1"
"3013","SK0418","Rožkovany","Rožkovany","082 71","1"
"3014","SK0428","Rožňava","Rožňava","048 01","1"
"3015","SK0428","Rožňavská Baňa","Rožňavská Baňa","048 01","1"
"3016","SK0428","Rožňavské Bystré","Rožňavské Bystré","049 31","1"
"3017","SK0229","Rožňová Neporadza","Rožňová Neporadza","913 26","1"
"3018","SK0229","Rožňové Mitice","Rožňové Mitice","913 22","1"
"3019","SK0234","Rúbaň","Rúbaň","941 36","1"
"3020","SK0227","Rudica","Rudica","972 48","1"
"3021","SK0314","Rudina","Rudina","023 31","1"
"3022","SK0314","Rudinka","Rudinka","023 31","1"
"3023","SK0314","Rudinská","Rudinská","023 31","1"
"3024","SK041D","Rudlov","Rudlov","094 35","1"
"3025","SK0321","Rudlová","Rudlová","974 11","1"
"3026","SK0428","Rudná","Rudná","048 01","1"
"3027","SK042A","Rudňany","Rudňany","053 23","1"
"3028","SK0227","Rudnianska Lehota","Rudnianska Lehota","972 26","1"
"3029","SK0426","Rudník","Rudník","044 23","1"
"3030","SK0223","Rudník","Rudník","906 23","1"
"3031","SK0319","Rudno","Rudno","038 22","1"
"3032","SK032C","Rudno nad Hronom","Rudno nad Hronom","966 51","1"
"3033","SK0233","Rumanová","Rumanová","951 37","1"
"3034","SK0329","Rumince","Rumince","980 50","1"
"3035","SK0419","Runina","Runina","067 65","1"
"3036","SK0427","Ruská","Ruská","076 77","1"
"3037","SK0429","Ruská Bystrá","Ruská Bystrá","072 64","1"
"3038","SK0412","Ruská Kajňa","Ruská Kajňa","094 07","1"
"3039","SK0417","Ruská Nová Ves","Ruská Nová Ves","080 05","1"
"3040","SK0412","Ruská Poruba","Ruská Poruba","094 08","1"
"3041","SK041D","Ruská Voľa","Ruská Voľa","094 31","1"
"3042","SK041A","Ruská Voľa nad Popradom","Ruská Voľa n/Popr.","065 42","1"
"3043","SK0419","Ruská Volová","Ruská Volová","067 72","1"
"3044","SK0417","Ruské Pekľany","Ruské Pekľany","082 42","1"
"3045","SK0426","Ruskov","Ruskov","044 19","1"
"3046","SK0429","Ruskovce","Ruskovce","072 42","1"
"3047","SK0221","Ruskovce","Ruskovce","956 54","1"
"3048","SK0429","Ruský Hrabovec","Ruský Hrabovec","072 64","1"
"3049","SK0419","Ruský Potok","Ruský Potok","067 66","1"
"3050","SK041A","Ružbachy - kúpele","Ružbachy - kúpele","065 02","1"
"3051","SK0326","Ružiná","Ružiná","985 52","1"
"3052","SK0217","Ružindol","Ružindol","919 61","1"
"3053","SK0318","Ružomberok","Ružomberok",,"1"
"3054","SK0217","Ružová dolina","Ružová dolina","919 01","1"
"3055","SK0327","Ružová Osada","Ružová Osada","985 42","1"
"3056","SK0221","Rybany","Rybany","956 36","1"
"3057","SK032B","Rybáre","Rybáre","962 31","1"
"3058","SK0312","Rybárie","Rybárie","023 22","1"
"3059","SK0318","Rybárpole","Rybárpole","034 01","1"
"3060","SK0215","Rybky","Rybky","906 04","1"
"3061","SK0232","Rybník","Rybník","935 23","1"
"3062","SK0328","Rybník","Rybník","982 65","1"
"3063","SK0224","Rybníky","Rybníky","916 11","1"
"3064","SK0322","Rychňava","Rychňava","969 01","1"
"3065","SK0325","Rykynčice","Rykynčice","962 55","1"
"3066","SK0418","Sabinov","Sabinov","083 01","1"
"3067","SK0329","Sabová","Sabová","979 01","1"
"3068","SK041D","Sačurov","Sačurov","094 13","1"
"3069","SK0226","Sádočné","Sádočné","018 16","1"
"3070","SK0225","Sádok","Sádok","958 44","1"
"3071","SK0426","Sady nad Torysou","Sady nad Torysou","044 41","1"
"3072","SK0327","Salajka","Salajka","985 03","1"
"3073","SK0234","Salka","Salka","943 61","1"
"3074","SK0417","Salvátor","Salvátor","082 36","1"
"3075","SK032B","Sampor","Sampor","962 31","1"
"3076","SK0232","Santovka","Santovka","935 87","1"
"3077","SK0211","Sap","Sap","930 06","1"
"3078","SK0211","Sása","Sása","930 37","1"
"3079","SK032B","Sása","Sása","962 62","1"
"3080","SK0328","Sása","Sása","982 65","1"
"3081","SK0213","Sasinkovo","Sasinkovo","920 65","1"
"3082","SK0321","Sásová","Sásová","974 11","1"
"3083","SK0222","Savčina","Savčina","018 52","1"
"3084","SK0232","Sazdice","Sazdice","935 85","1"
"3085","SK0321","Sebedín","Sebedín","974 01","1"
"3086","SK0321","Sebedín - Bečov","Sebedín - Bečov","974 01","1"
"3087","SK0227","Sebedražie","Sebedražie","972 05","1"
"3088","SK0325","Sebechleby","Sebechleby","962 66","1"
